Product Id,SKU ID,Category,Brand,Vertical,Order Date,Fulfillment Type,Location Id,Gross Units,GMV,Cancellation Units,Cancellation Amount,Return Units,Return Amount,Final Units Sold,Final Sales Made
BSTGZJRSJH2KRR,301005,Grooming,Korean Essence,Facewash,2023-08-21,FBF,gur_san_wh_nl_01nl,14,6482,1,472,0,0,13,6010
CBKGUSXGVEDS79,88061825,Grooming,Glow Glisten,Toner,2023-10-09,FBF,malur_bts,1,1441,1,1441,0,0,0,0
TNRG5EHBBNMGTV,301005,Grooming,Pure Care,Facewash,2024-05-12,FBF,bhi_vas_wh_nl_01nl,8,3766,0,0,0,0,8,3766
CNRG6PYZZ27WWF,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-04-14,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,2,1517,1,771,0,0,1,746
LSQFH9X4HVS2GN,301000,Grooming,Korean Essence,FacePack,2024-01-19,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,4,451,2,225,0,0,2,226
CNRGM7F3WQCUSP,88061825,Grooming,Glow Glisten,Facewash,2023-06-14,FBF,malur_bts,1,440,0,0,0,0,1,440
SNRG6RZGFKDRYA,301005,Grooming,Korean Essence,Facewash,2023-06-05,FBF,gur_san_wh_nl_01nl,1,428,0,0,0,0,1,428
MSCFEV8E7HN4SZ,88888190,Grooming,Korean Essence,Facewash,2023-06-07,FBF,malur_bts,26,8864,3,1027,0,0,23,7837
LSQFH9X4BAHZZW,88888190,Grooming,Korean Essence,Facewash,2024-01-25,FBF,gur_san_wh_nl_01nl,16,5319,4,1322,0,0,12,3997
MSCFK7B5R4JMNP,88888190,Grooming,Korean Essence,Facewash,2023-11-19,FBF,bhi_vas_wh_nl_01nl,8,2711,0,0,0,0,8,2711
FCPGENY4QZDMZE,301001,Grooming,Pure Care,SkinTreatment,2024-01-08,FBF,ulub_bts,1,445,0,0,0,0,1,445
ECMFEV8E4EGG2H,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-07-26,FBF,bhi_vas_wh_nl_01nl,3,2342,0,0,0,0,3,2342
LSQFH9X4PHGNHX,88061825,Grooming,Korean Essence,Toner,2023-11-16,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,782,0,0,0,0,1,782
FCPGK23TZRJFHC,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-12-16,FBF,ulub_bts,4,3206,0,0,0,0,4,3206
TNRFEV8FYNRFZJ,88061825,Grooming,Essential Glow,FaceCreamAndGel,2023-10-17,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,5,4430,1,896,0,0,4,3534
CNRGK5GYKRBPCN,301002,Grooming,Pure Care,Facewash,2023-06-24,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,846,0,0,0,0,1,846
CBKGUHMEPQPUJX,301005,Grooming,Korean Essence,ComboAndKit,2023-08-23,FBF,malur_bts,4,3171,1,764,0,0,3,2407
SNRG6RN8ARHCKP,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-08-06,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1809,1,1809,0,0,0,0
LSQFH9X4PHGNHX,88888190,Grooming,Korean Essence,Facewash,2024-03-07,FBF,ulub_bts,1,344,0,0,0,0,1,344
MSCFEV8E7HN4SZ,301000,Grooming,Korean Essence,FacePack,2023-09-22,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,8,926,0,0,0,0,8,926
MSCGZJ9XAHCC7J,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-05-12,FBF,bhi_vas_wh_nl_01nl,1,720,0,0,0,0,1,720
MSCGZJ9XAHCC7J,88888190,Grooming,Pure Care,Facewash,2024-02-16,FBF,bhi_vas_wh_nl_01nl,46,14678,6,1925,0,0,40,12753
BSTGZJRSJH2KRR,301005,Grooming,Korean Essence,Facewash,2023-11-16,FBF,malur_bts,48,22487,3,1416,0,0,45,21071
TNRFEV8FYNRFZJ,88061825,Grooming,Essential Glow,Facewash,2023-08-03,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,499,0,0,0,0,1,499
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,FaceCreamAndGel,2024-05-25,FBF,ulub_bts,2,1578,0,0,0,0,2,1578
MSCFHCF2EVWSGQ,88061825,Grooming,Korean Essence,SkinTreatment,2023-08-13,FBF,ulub_bts,1,1875,0,0,0,0,1,1875
TNRFEV8EJ8NF3Y,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-12-11,FBF,malur_bts,6,4789,0,0,0,0,6,4789
FCPGK23TZRJFHC,88061825,Grooming,Glow Glisten,Facewash,2023-07-11,FBF,gur_san_wh_nl_01nl,1,794,1,794,0,0,0,0
MSCFHCF2EVWSGQ,88063640,Grooming,Korean Essence,Facewash,2023-08-28,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,2,1003,0,0,0,0,2,1003
TNRFEV8EJ8NF3Y,301005,Grooming,Glow Glisten,Facewash,2024-04-21,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,816,1,816,0,0,0,0
FCPFAYHNSCAG3D,88061825,Grooming,Glow Glisten,Facewash,2023-10-30,FBF,malur_bts,2,1538,0,0,0,0,2,1538
FCPGK23TZRJFHC,301005,Grooming,Glow Glisten,ComboAndKit,2023-12-18,FBF,malur_bts,1,804,0,0,0,0,1,804
SNRG6RQMXHDFTX,88061825,Grooming,Korean Essence,BodyLotion,2023-10-25,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1159,0,0,0,0,1,1159
FCWGSUVATDETNT,301002,Grooming,Korean Essence,Facewash,2024-04-14,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,841,0,0,0,0,1,841
TNRFEV8FYNRFZJ,88061825,Grooming,Essential Glow,EyeCare,2024-03-30,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1761,0,0,0,0,1,1761
FCPG6PCBCDZF5H,88061825,Grooming,Korean Essence,Facewash,2023-05-27,FBF,ulub_bts,1,752,0,0,0,0,1,752
SNRG6RZGFKDRYA,88888080,Grooming,Korean Essence,FacePack,2024-04-13,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,554,0,0,0,0,1,554
LSQFH9X4PHGNHX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-10-25,FBF,ulub_bts,2,1602,0,0,0,0,2,1602
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-12-23,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1809,0,0,0,0,1,1809
FCWGZJSGSS4M5G,88061825,Grooming,Korean Essence,Toner,2023-12-09,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,3,2393,1,825,0,0,2,1568
SNRG6RZGFKDRYA,88888190,Grooming,Korean Essence,Facewash,2023-10-22,FBF,ulub_bts,1,339,0,0,0,0,1,339
LSQFH9X4PHGNHX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-11-27,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,6,5106,3,2569,0,0,3,2537
MSCFK7B5R4JMNP,301001,Grooming,Korean Essence,SkinTreatment,2023-09-06,FBF,gur_san_wh_nl_01nl,4,1769,0,0,0,0,4,1769
TNRFEV8EJ8NF3Y,88063640,Grooming,Glow Glisten,Facewash,2023-07-18,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,3,1512,1,504,0,0,2,1008
SNRG6RN8ARHCKP,301005,Grooming,Korean Essence,Facewash,2023-12-08,FBF,bhi_vas_wh_nl_01nl,2,909,0,0,0,0,2,909
CNRGM7F3WQCUSP,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-09-20,FBF,gur_san_wh_nl_01nl,2,1773,0,0,0,0,2,1773
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,EyeCare,2023-10-12,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1761,1,1761,0,0,0,0
MSCFEV8EHDBZ3T,301005,Grooming,Glow Glisten,Facewash,2023-12-27,FBF,malur_bts,52,24353,7,3305,0,0,45,21048
BSTF4686BGAYCA,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-10-11,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,896,1,896,0,0,0,0
CNRG6PYZZ27WWF,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-10-28,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,6,5356,1,896,0,0,5,4460
FCPG6PCBCDZF5H,88888190,Grooming,Korean Essence,Facewash,2023-07-11,FBF,gur_san_wh_nl_01nl,1,313,0,0,0,0,1,313
LSQFH9X4BAHZZW,88061825,Grooming,Korean Essence,Sunscreen,2023-08-30,FBF,malur_bts,2,2003,1,999,0,0,1,1004
CBKGHHUPJWXZQZ,301005,Grooming,Korean Essence,Facewash,2024-03-04,FBF,bhi_vas_wh_nl_01nl,12,5596,1,467,0,0,11,5129
FCPFAYHNSCAG3D,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-05-27,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,737,0,0,0,0,1,737
FCWGSUVATDETNT,88888202,Grooming,Korean Essence,FacePack,2023-05-17,FBF,ulub_bts,4,1413,2,708,0,0,2,705
TNRFEV8EJ8NF3Y,301005,Grooming,Glow Glisten,ComboAndKit,2024-02-27,FBF,ulub_bts,1,804,0,0,0,0,1,804
CNRGM7F3WQCUSP,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-05-22,FBF,malur_bts,1,1877,0,0,0,0,1,1877
MSCGZJ9XAHCC7J,88888190,Grooming,Pure Care,Facewash,2023-10-07,FBF,malur_bts,35,11885,2,688,0,0,33,11197
FCPGENY3TRMXFT,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-03-23,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,2688,1,896,0,0,2,1792
LSQFH9X4BAHZZW,88061825,Grooming,Korean Essence,Toner,2023-08-15,FBF,gur_san_wh_nl_01nl,6,4614,1,769,0,0,5,3845
MSCFEV8EGHRK3R,88061825,Grooming,Korean Essence,SkinTreatment,2024-02-07,FBF,ulub_bts,1,409,0,0,0,0,1,409
TNRFEV8EJ8NF3Y,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-04-10,FBF,bhi_vas_wh_nl_01nl,1,722,0,0,0,0,1,722
ECMFEV8E4EGG2H,88061825,Grooming,Korean Essence,Facewash,2023-05-21,FBF,malur_bts,4,3166,1,794,0,0,3,2372
FCTF85QYX7B3SG,88061825,Grooming,Korean Essence,Toner,2024-04-29,FBF,ulub_bts,5,3854,1,770,0,0,4,3084
ECMFEV8E4EGG2H,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-08-12,FBF,ulub_bts,2,1725,0,0,0,0,2,1725
BSTF46864DSAXW,88061825,Grooming,Glow Glisten,Facewash,2023-07-10,FBF,gur_san_wh_nl_01nl,1,750,0,0,0,0,1,750
BSTF4686BGAYCA,88063640,Grooming,Pure Care,Facewash,2023-10-16,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,502,0,0,0,0,1,502
FCPGK22NPBUVAX,301005,Grooming,Korean Essence,Facewash,2023-06-07,FBF,bhi_vas_wh_nl_01nl,10,4607,2,892,0,0,8,3715
SNRG6RQMXHDFTX,88061825,Grooming,Korean Essence,Lipstain,2024-02-04,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,504,0,0,0,0,1,504
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,Facewash,2024-03-26,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,499,0,0,0,0,1,499
CNRG9PSTGWCHZ6,88888190,Grooming,Glow Glisten,Facewash,2023-06-23,FBF,ulub_bts,6,1889,1,314,0,0,5,1575
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,SkinTreatment,2024-04-05,FBF,gur_san_wh_nl_01nl,2,883,0,0,0,0,2,883
CNRG988K8WNZQE,88061825,Grooming,Korean Essence,Facewash,2023-06-04,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,5,3865,0,0,0,0,5,3865
FCPGENY3TRMXFT,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-05-13,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,2686,1,896,0,0,2,1790
MSCFEV8E7HN4SZ,88888202,Grooming,Korean Essence,FacePack,2023-07-19,FBF,bhi_vas_wh_nl_01nl,2,705,0,0,0,0,2,705
FCPGK22NPBUVAX,88061825,Grooming,Korean Essence,Facewash,2023-05-25,FBF,ulub_bts,4,3125,1,754,0,0,3,2371
FCPGENY4MY2WHF,301001,Grooming,Essential Glow,SkinTreatment,2024-02-18,FBF,gur_san_wh_nl_01nl,1,440,0,0,0,0,1,440
MSCFK7B5R4JMNP,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-02-23,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,4,3455,1,896,0,0,3,2559
CBKGUHMEPQPUJX,301005,Grooming,Korean Essence,Sunscreen,2024-01-10,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1944,0,0,0,0,1,1944
FCPGK22NPBUVAX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-05-20,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,896,0,0,0,0,1,896
FCPGK23TZRJFHC,88888070,Grooming,Glow Glisten,FacePack,2023-09-20,FBF,ulub_bts,1,505,0,0,0,0,1,505
FCWGZJSEF6CBCZ,88061825,Grooming,Korean Essence,Facewash,2023-09-23,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1071,1,1071,0,0,0,0
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,Toner,2024-01-16,FBF,bhi_vas_wh_nl_01nl,1,692,0,0,0,0,1,692
CBKGKPKNGRVQXG,88061825,Grooming,Korean Essence,Facewash,2023-11-04,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1071,1,1071,0,0,0,0
TNRFEV8EJ8NF3Y,88061825,Grooming,Glow Glisten,Facewash,2023-11-28,NON_FBF,NA,1,1071,1,1071,0,0,0,0
LSQFH9X4HVS2GN,88061825,Grooming,Korean Essence,Toner,2023-05-07,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,9,7306,2,1622,0,0,7,5684
FCPGENY3TRMXFT,301005,Grooming,Korean Essence,Facewash,2024-05-14,FBF,gur_san_wh_nl_01nl,24,11136,1,472,0,0,23,10664
MSCFHCF2EVWSGQ,88888202,Grooming,Korean Essence,FacePack,2024-02-23,FBF,gur_san_wh_nl_01nl,2,688,0,0,0,0,2,688
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-06-28,FBF,gur_san_wh_nl_01nl,2,1432,1,716,0,0,1,716
CBKGKPKNGRVQXG,88888202,Grooming,Korean Essence,FacePack,2023-08-31,FBF,ulub_bts,5,1768,0,0,0,0,5,1768
FCPG6PCBCDZF5H,88061825,Grooming,Korean Essence,FacePack,2023-06-21,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,2,1430,1,715,0,0,1,715
FCWGSUVATDETNT,301005,Grooming,Korean Essence,Facewash,2024-04-10,FBF,gur_san_wh_nl_01nl,17,7920,2,939,0,0,15,6981
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-10-07,FBF,ulub_bts,4,3217,1,804,0,0,3,2413
FCPG6PCBCDZF5H,301000,Grooming,Korean Essence,FacePack,2024-05-08,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,3,261,0,0,0,0,3,261
FCPGENY3TRMXFT,TFSCOM,Grooming,Korean Essence,ComboAndKit,2024-01-27,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1634,0,0,0,0,1,1634
CBKGKPKNGRVQXG,88061825,Grooming,Korean Essence,Lipstain,2024-02-16,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,422,0,0,0,0,1,422
FCWGSUVATDETNT,88888190,Grooming,Korean Essence,Facewash,2023-05-06,FBF,gur_san_wh_nl_01nl,14,4702,4,1331,0,0,10,3371
CBKGUSXGVEDS79,88061825,Grooming,Glow Glisten,Facewash,2023-05-23,FBF,ulub_bts,2,1588,0,0,0,0,2,1588
CNRG9YVQ2EFJAP,301005,Grooming,Pure Care,Facewash,2023-10-18,FBF,malur_bts,39,18084,3,1416,0,0,36,16668
MSCFHCF2EVWSGQ,88888190,Grooming,Korean Essence,Facewash,2023-11-15,FBF,gur_san_wh_nl_01nl,16,5139,3,959,0,0,13,4180
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,Facewash,2023-08-23,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,499,1,499,0,0,0,0
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,Toner,2023-11-25,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,776,0,0,0,0,1,776
LSQFH9X4HVS2GN,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-12-18,FBF,gur_san_wh_nl_01nl,2,1607,0,0,0,0,2,1607
SNRG6RQMXHDFTX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-12-02,FBF,malur_bts,2,1607,0,0,0,0,2,1607
MSCGZJ9XAHCC7J,88010516,Grooming,Pure Care,SkinTreatment,2023-10-03,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,825,1,825,0,0,0,0
CBKGUHMEPQPUJX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-09-18,FBF,gur_san_wh_nl_01nl,4,3160,0,0,0,0,4,3160
LSQFH9X4BAHZZW,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-12-03,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,3,2583,0,0,0,0,3,2583
BSTF4686BGAYCA,88061825,Grooming,Pure Care,EyeCare,2024-01-19,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,2,3329,0,0,0,0,2,3329
FCWGSUVATDETNT,301000,Grooming,Korean Essence,FacePack,2024-01-19,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,226,3,226,0,0,0,0
MSCFGG6FGXPGAD,88061825,Grooming,Pure Care,Toner,2023-12-02,FBF,ulub_bts,6,4350,3,2172,0,0,3,2178
FCPGENY3TRMXFT,88888202,Grooming,Korean Essence,FacePack,2024-05-28,FBF,bhi_vas_wh_nl_01nl,5,1762,0,0,0,0,5,1762
CNRG988K8WNZQE,88888190,Grooming,Korean Essence,Facewash,2023-10-29,FBF,bhi_vas_wh_nl_01nl,5,1705,0,0,1,339,4,1366
CNRF457W8PSGQZ,88061825,Grooming,Korean Essence,Toner,2024-03-20,FBF,malur_bts,2,1540,0,0,0,0,2,1540
BSTF4686BGAYCA,88888190,Grooming,Pure Care,Facewash,2024-03-25,FBF,ulub_bts,7,2383,0,0,0,0,7,2383
FCPGENY4MY2WHF,301000,Grooming,Essential Glow,FacePack,2023-05-20,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,265,0,0,0,0,3,265
SNRG6RZGFKDRYA,88061825,Grooming,Korean Essence,Sunscreen,2024-05-02,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1215,0,0,0,0,1,1215
FCPGENY4QZDMZE,88061825,Grooming,Pure Care,FaceCreamAndGel,2024-03-17,FBF,gur_san_wh_nl_01nl,2,1787,2,1787,0,0,0,0
CBKGUSXGVEDS79,88061825,Grooming,Glow Glisten,Sunscreen,2024-02-16,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,2,2008,2,2008,0,0,0,0
FCPGK22NPBUVAX,301005,Grooming,Korean Essence,Facewash,2024-05-12,FBF,malur_bts,31,14503,5,2335,0,0,26,12168
LSQFH9X4HVS2GN,301001,Grooming,Korean Essence,SkinTreatment,2023-09-12,FBF,malur_bts,1,441,0,0,0,0,1,441
MSCFEV8EGHRK3R,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-02-06,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,3,2468,1,796,0,0,2,1672
MSCFK7B5R4JMNP,301005,Grooming,Korean Essence,ComboAndKit,2023-07-29,FBF,gur_san_wh_nl_01nl,1,760,0,0,0,0,1,760
FCTF85QYX7B3SG,88061825,Grooming,Korean Essence,Toner,2024-01-30,FBF,malur_bts,8,5788,0,0,0,0,8,5788
FCPGENY4QZDMZE,301005,Grooming,Pure Care,Facewash,2024-02-06,FBF,ulub_bts,19,8705,2,944,0,0,17,7761
SNRG6RQMXHDFTX,88061825,Grooming,Korean Essence,Facewash,2023-08-08,FBF,bhi_vas_wh_nl_01nl,1,794,0,0,0,0,1,794
CBKGUSXGVEDS79,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-08-08,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,852,0,0,0,0,1,852
CBKGUSXGVEDS79,88888080,Grooming,Glow Glisten,FacePack,2023-12-13,FBF,ulub_bts,1,505,0,0,0,0,1,505
SNRG6RN8ARHCKP,301005,Grooming,Korean Essence,Facewash,2024-05-27,FBF,ulub_bts,28,13039,8,3773,1,467,19,8799
MSCFEV8E7HN4SZ,301000,Grooming,Korean Essence,FacePack,2024-05-24,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,8,694,0,0,0,0,8,694
MSCFEV8E7HN4SZ,88888070,Grooming,Korean Essence,FacePack,2023-11-29,FBF,gur_san_wh_nl_01nl,4,2009,0,0,0,0,4,2009
SNRG6RQMXHDFTX,301005,Grooming,Korean Essence,Facewash,2024-05-23,FBF,malur_bts,42,19561,4,1878,0,0,38,17683
FCWGZJSGSS4M5G,88061825,Grooming,Korean Essence,Lipstain,2023-10-22,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,2,948,0,0,0,0,2,948
TNRFEV8FYNRFZJ,301001,Grooming,Essential Glow,SkinTreatment,2024-02-24,FBF,ulub_bts,1,416,0,0,0,0,1,416
CNRF457W8PSGQZ,88888202,Grooming,Korean Essence,FacePack,2023-05-17,FBF,malur_bts,3,1035,0,0,0,0,3,1035
FCPGENY3TRMXFT,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-03-15,FBF,gur_san_wh_nl_01nl,3,2407,1,804,0,0,2,1603
CBKGUSXGVEDS79,88061825,Grooming,Glow Glisten,Facewash,2023-12-14,FBF,ulub_bts,1,440,0,0,0,0,1,440
FCWGZJSEF6CBCZ,301005,Grooming,Korean Essence,Facewash,2023-10-18,FBF,gur_san_wh_nl_01nl,4,1880,0,0,0,0,4,1880
BSTGZJRSJH2KRR,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-03-20,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,4,3479,0,0,0,0,4,3479
TNRG5EHBBNMGTV,301001,Grooming,Pure Care,SkinTreatment,2023-09-04,FBF,ulub_bts,2,882,0,0,0,0,2,882
FCPFAYHNSCAG3D,301000,Grooming,Glow Glisten,FacePack,2024-05-04,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,5,395,0,0,0,0,5,395
MSCG7UHRBS3WVJ,88061825,Grooming,Korean Essence,Toner,2023-11-19,FBF,malur_bts,4,2988,0,0,0,0,4,2988
TNRFEV8FYNRFZJ,88061825,Grooming,Essential Glow,FaceCreamAndGel,2024-05-20,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,8,5947,2,1499,0,0,6,4448
FCPFAYHNSCAG3D,301005,Grooming,Glow Glisten,Facewash,2024-03-08,FBF,ulub_bts,22,10214,5,2309,0,0,17,7905
MSCFEV8E7HN4SZ,88061825,Grooming,Korean Essence,BodyLotion,2023-08-19,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1345,0,0,0,0,1,1345
MSCFK7B5R4JMNP,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-10-28,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1799,0,0,0,0,1,1799
CBKGKPKNGRVQXG,88888190,Grooming,Korean Essence,Facewash,2023-07-26,FBF,malur_bts,7,2180,0,0,0,0,7,2180
FCWGZJSGSS4M5G,88061825,Grooming,Korean Essence,Facewash,2023-06-02,FBF,malur_bts,4,3161,0,0,0,0,4,3161
CNRG9YVQ2EFJAP,88888190,Grooming,Pure Care,Facewash,2023-11-20,FBF,gur_san_wh_nl_01nl,13,4416,3,1007,0,0,10,3409
MSCFEV8E7HN4SZ,88061825,Grooming,Korean Essence,Toner,2023-05-31,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,7,5664,1,825,0,0,6,4839
FCWGZJSGSS4M5G,301000,Grooming,Korean Essence,FacePack,2023-05-31,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,222,0,0,0,0,3,222
FCWGZJSEF6CBCZ,88061825,Grooming,Korean Essence,Toner,2023-06-24,FBF,malur_bts,2,1453,0,0,0,0,2,1453
BSTF46864DSAXW,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-04-20,FBF,malur_bts,1,804,1,804,0,0,0,0
BSTGZJRSJH2KRR,301000,Grooming,Korean Essence,FacePack,2023-07-18,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,4,361,0,0,0,0,4,361
MSCFGG6FGXPGAD,88061825,Grooming,Pure Care,Toner,2023-08-30,FBF,malur_bts,1,1592,0,0,0,0,1,1592
TNRFEV8EJ8NF3Y,88888190,Grooming,Glow Glisten,Facewash,2024-02-25,FBF,malur_bts,17,5773,1,344,0,0,16,5429
CNRG9PSTGWCHZ6,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-07-12,FBF,gur_san_wh_nl_01nl,1,763,1,763,0,0,0,0
FCPG6PCBCDZF5H,301001,Grooming,Korean Essence,SkinTreatment,2024-04-18,FBF,gur_san_wh_nl_01nl,1,441,0,0,0,0,1,441
SNRG6RZYFAKZXH,88061825,Grooming,Korean Essence,Facewash,2023-08-14,FBF,ulub_bts,1,445,0,0,0,0,1,445
FCWGZJSGSS4M5G,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-11-26,FBF,gur_san_wh_nl_01nl,1,774,0,0,0,0,1,774
BSTGZJRSJH2KRR,88888190,Grooming,Korean Essence,Facewash,2023-07-18,FBF,gur_san_wh_nl_01nl,15,5133,2,688,0,0,13,4445
FCPGENY4MY2WHF,88888190,Grooming,Essential Glow,Facewash,2024-05-09,FBF,malur_bts,1,309,0,0,0,0,1,309
FCWGSUVATDETNT,88888190,Grooming,Korean Essence,Facewash,2023-06-23,FBF,malur_bts,14,4711,2,669,0,0,12,4042
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-02-29,FBF,malur_bts,1,806,0,0,0,0,1,806
SNRG6RZYFAKZXH,88888202,Grooming,Korean Essence,FacePack,2024-01-02,FBF,ulub_bts,1,355,1,355,0,0,0,0
CNRF457W8PSGQZ,88888190,Grooming,Korean Essence,Facewash,2023-07-10,FBF,ulub_bts,4,1279,0,0,0,0,4,1279
CNRGM7F3WQCUSP,301005,Grooming,Glow Glisten,Facewash,2024-04-07,FBF,malur_bts,70,32538,9,4193,0,0,61,28345
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,FaceCreamAndGel,2024-02-06,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,730,0,0,0,0,1,730
FCPG6PCBCDZF5H,88888070,Grooming,Korean Essence,FacePack,2024-03-10,FBF,malur_bts,1,600,0,0,0,0,1,600
CNRF457W8PSGQZ,88061825,Grooming,Korean Essence,Toner,2024-02-04,FBF,malur_bts,1,1512,0,0,0,0,1,1512
