Year of Order Date,Quarter of Order Date,Month of Order Date,Day of Order Date,Final date,Sku,SKU Name,Brand Name,Canonical L1,Canonical L2,Canonical L3,Quantity,
2023,Q4,1,29,29-Jan-23,88018213,Optimal Hydration Body Lotion With Hyaluronic Acid+Vitamin E,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,3,
2023,Q4,1,29,29-Jan-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Masks,Masks & Peels,9,
2023,Q4,1,29,29-Jan-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,11,
2023,Q4,1,29,29-Jan-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Makeup,Lips,Lip Tint,1,
2023,Q4,1,29,29-Jan-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,1,30,30-Jan-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Makeup,Lips,Lip Stain,11,
2023,Q4,1,30,30-Jan-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Sun Care,Face Sunscreen,10,
2023,Q4,1,30,30-Jan-23,THEA0045, Working Women Kit_V2,Korean Essence,Skin,Masks,Sheet Masks,33,
2023,Q4,1,30,30-Jan-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Moisturizers,Serums & Essence,3,
2023,Q4,1,30,30-Jan-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Masks,Sheet Masks,20,
2023,Q4,1,30,30-Jan-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Skin,Cleansers,Face Wash,136,
2023,Q4,1,30,30-Jan-23,88018251,Peach Milk Moisturizer ,Pure Care,Makeup,Face,Makeup Remover,1,
2023,Q4,1,30,30-Jan-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Makeup,Eyes,Eye Brow Enhancers,6,
2023,Q4,1,30,30-Jan-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,1,30,30-Jan-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,2,
2023,Q4,1,30,30-Jan-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Cleansers,Face Wash,3,
2023,Q4,1,30,30-Jan-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Cleansers,Cleanser,24,
2023,Q4,1,31,31-Jan-23,88018296,Korean Essentials Delicate Facial Cleanser,Korean Essence,Skin,Masks & Treatment,Sheetmask,67,
2023,Q4,1,31,31-Jan-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Bath & Body,Hands & Feet,Foot Care,1,
2023,Q4,1,31,31-Jan-23,THEA0045, Working Women Kit_V2,Korean Essence,Makeup,Face,Makeup Remover,1,
2023,Q4,1,31,31-Jan-23,88018251,Peach Milk Moisturizer ,Pure Care,Skin,Masks,Sheet Masks,412,
2023,Q4,1,31,31-Jan-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,3,
2023,Q4,1,31,31-Jan-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,3,
2023,Q4,1,31,31-Jan-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,3,
2023,Q4,1,31,31-Jan-23,88018212, Glow glisten  Water Essence,Glow Glisten,Skin,Cleansers,Cleanser,4,
2023,Q4,1,31,31-Jan-23,THEA0040,Tote bag ,Essential Glow,Skin,Kits & Combos,Combos @ Nykaa,24,
2023,Q4,1,31,31-Jan-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Masks,Sheet Masks,176,
2023,Q4,1,31,31-Jan-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Cleansers,Face Wash & Cleanser,1,
2023,Q4,1,31,31-Jan-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Makeup,Makeup Kits & Combos,Makeup Kits,1,
2023,Q4,2,1,01-Feb-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Makeup,Lips,Lip Stain,15,
2023,Q4,2,1,01-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Cleansers,Face Wash,8,
2023,Q4,2,1,01-Feb-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Cleansers,Cleanser,3,
2023,Q4,2,1,01-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,2,1,01-Feb-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Skin,Cleansers,Cleanser,5,
2023,Q4,2,1,01-Feb-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Cleansers,Cleanser,10,
2023,Q4,2,1,01-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,1,
2023,Q4,2,1,01-Feb-23,88018225,Anti Ageing Kit,Korean Essence,Bath & Body,Hands & Feet,Hand Creams & Masks,2,
2023,Q4,2,1,01-Feb-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Cleansers,Face Wash,1,
2023,Q4,2,1,01-Feb-23,88018240,Sling Bag,Korean Essence,Skin,Cleansers,Cleanser,27,
2023,Q4,2,1,01-Feb-23,88018237,Work-desk essentials,Essential Glow,Skin,Cleansers,Face Wash & Cleanser,142,
2023,Q4,2,1,01-Feb-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Toners,Toners Mists,1,
2023,Q4,2,1,01-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Masks,Sheet Masks,1,
2023,Q4,2,1,01-Feb-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Makeup,Face,Compact,2,
2023,Q4,2,1,01-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Masks,Masks & Peels,5,
2023,Q4,2,1,01-Feb-23,88018213,Optimal Hydration Body Lotion With Hyaluronic Acid+Vitamin E,Korean Essence,Makeup,Eyes,Eye Brow Enhancers,3,
2023,Q4,2,2,02-Feb-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Masks & Treatment,Sheetmask,20,
2023,Q4,2,2,02-Feb-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Moisturizers,Serums & Essence,3,
2023,Q4,2,2,02-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Cleansers,Cleanser,154,
2023,Q4,2,2,02-Feb-23,88018201,Spa Headband,Pure Care,Makeup,Lips,Lip Tint,9,
2023,Q4,2,2,02-Feb-23,THEA0040,Tote bag ,Essential Glow,Makeup,Lips,Lip Tint,3,
2023,Q4,2,2,02-Feb-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Makeup,Face,Makeup Remover,28,
2023,Q4,2,2,02-Feb-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Shop Toners & Mists,Toners & Mists,6,
2023,Q4,2,2,02-Feb-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,1,
2023,Q4,2,2,02-Feb-23,88018240,Sling Bag,Korean Essence,Skin,Masks,Sheet Masks,417,
2023,Q4,2,2,02-Feb-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Makeup,Face,Makeup Remover,7,
2023,Q4,2,2,02-Feb-23,THEA0014,Carbon blackhead Mask,Glow Glisten,Skin,Toners,Toners & Mists,1,
2023,Q4,2,2,02-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Masks,Masks & Peels,9,
2023,Q4,2,3,03-Feb-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Moisturisers,Face Moisturizers,14,
2023,Q4,2,3,03-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Bath & Body,Hands & Feet,Foot Care,2,
2023,Q4,2,3,03-Feb-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Skin,Moisturisers,Face Moisturizers,140,
2023,Q4,2,3,03-Feb-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Skin Kits & Combos,Skin Kits,1,
2023,Q4,2,3,03-Feb-23,88018213,Optimal Hydration Body Lotion With Hyaluronic Acid+Vitamin E,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,2,3,03-Feb-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Cleansers,Cleanser,9,
2023,Q4,2,3,03-Feb-23,88018290, Diary ,Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,2,
2023,Q4,2,3,03-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Masks,Sheet Masks,23,
2023,Q4,2,3,03-Feb-23,88018237,Work-desk essentials,Essential Glow,Skin,Masks,Sheet Masks,793,
2023,Q4,2,3,03-Feb-23,88018206,Rice Cleansing Foam,Korean Essence,Makeup,Face,Makeup Remover,5,
2023,Q4,2,3,03-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Makeup,Face,Makeup Remover,1,
2023,Q4,2,3,03-Feb-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,6,
2023,Q4,2,3,03-Feb-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Eye Care,Under Eye Cream & Serums,2,
2023,Q4,2,4,04-Feb-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Lip Care,Lip Balms,1,
2023,Q4,2,4,04-Feb-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Skin,Sun Care,Face Sunscreen,11,
2023,Q4,2,4,04-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,131,
2023,Q4,2,4,04-Feb-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Cleansers,Scrubs & Exfoliators,11,
2023,Q4,2,4,04-Feb-23,THEA0041,Lava Pore Essence,Korean Essence,Skin,Sun Care,Face Sunscreen,3,
2023,Q4,2,4,04-Feb-23,88018237,Work-desk essentials,Essential Glow,Skin,Masks,Sheet Masks,139,
2023,Q4,2,4,04-Feb-23,THEA0006,Cold Pressed Oil for Hair & Skin with Coconut,Korean Essence,Skin,Masks,Masks & Peels,6,
2023,Q4,2,4,04-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Masks,Sheet Masks,91,
2023,Q4,2,4,04-Feb-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Masks,Sheet Masks,1,
2023,Q4,2,4,04-Feb-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Sun Care,Face Sunscreen,10,
2023,Q4,2,4,04-Feb-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Moisturizers,Serums & Essence,14,
2023,Q4,2,4,04-Feb-23,88018217, 5 Step Routine For Oily Skin,Pure Care,Skin,Masks,Masks & Peels,8,
2023,Q4,2,4,04-Feb-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Makeup,Face,Makeup Remover,56,
2023,Q4,2,5,05-Feb-23,88018206,Rice Cleansing Foam,Korean Essence,Skin,Moisturisers,Face Moisturizers,5,
2023,Q4,2,5,05-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,2,5,05-Feb-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Masks & Treatment,Masks,1,
2023,Q4,2,5,05-Feb-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Masks,Sheet Masks,24,
2023,Q4,2,5,05-Feb-23,THEA0045, Working Women Kit_V2,Korean Essence,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,2,5,05-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Moisturizers,Face Moisturizer & Day Cream,29,
2023,Q4,2,5,05-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Sun Care,Face Sunscreen,3,
2023,Q4,2,5,05-Feb-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Skin,Masks,Sheet Masks,302,
2023,Q4,2,5,05-Feb-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Toners,Toners & Mists,2,
2023,Q4,2,5,05-Feb-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Moisturizers,Face Moisturizer & Day Cream,6,
2023,Q4,2,5,05-Feb-23,88018272,Shine & Glow Facial Kit,Korean Essence,Makeup,Lips,Lip Tint,17,
2023,Q4,2,6,06-Feb-23,THEA0045, Working Women Kit_V2,Korean Essence,Skin,Masks & Treatment,Masks,7,
2023,Q4,2,6,06-Feb-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Masks & Treatment,Sheetmask,329,
2023,Q4,2,6,06-Feb-23,THEA0014,Carbon blackhead Mask,Glow Glisten,Skin,Sun Care,Face Sunscreen,9,
2023,Q4,2,6,06-Feb-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Masks,Masks & Peels,16,
2023,Q4,2,6,06-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Moisturizers,Face Moisturizer & Day Cream,46,
2023,Q4,2,6,06-Feb-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Cleansers,Face Wash,308,
2023,Q4,2,6,06-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Makeup,Eyes,Eye Brow Enhancers,1,
2023,Q4,2,6,06-Feb-23,THEA0045, Working Women Kit_V2,Korean Essence,Skin,Sun Care,Face Sunscreen,3,
2023,Q4,2,6,06-Feb-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Makeup,Lips,Lip Tint,7,
2023,Q4,2,6,06-Feb-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Cleansers,Face Wash,159,
2023,Q4,2,6,06-Feb-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Skin,Cleansers,Cleanser,10,
2023,Q4,2,6,06-Feb-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Moisturizers,Serums & Essence,8,
2023,Q4,2,6,06-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,2,6,06-Feb-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Cleansers,Face Scrub,9,
2023,Q4,2,6,06-Feb-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,7,
2023,Q4,2,6,06-Feb-23,THEA0040,Tote bag ,Essential Glow,Skin,Masks,Sheet Masks,240,
2023,Q4,2,6,06-Feb-23,88018206,Rice Cleansing Foam,Korean Essence,Skin,Masks,Sheet Masks,143,
2023,Q4,2,6,06-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Masks,Sheet Masks,107,
2023,Q4,2,7,07-Feb-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Bath & Body,Hands & Feet,Foot Care,3,
2023,Q4,2,7,07-Feb-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Body Care,Lotions & Creams,72,
2023,Q4,2,7,07-Feb-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Cleansers,Cleanser,55,
2023,Q4,2,7,07-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Masks,Masks & Peels,10,
2023,Q4,2,7,07-Feb-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Body Care,Lotions & Creams,46,
2023,Q4,2,7,07-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,2,7,07-Feb-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Masks,Masks & Peels,7,
2023,Q4,2,7,07-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,2,7,07-Feb-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Bath & Body,Hands & Feet,Hand Creams & Masks,10,
2023,Q4,2,7,07-Feb-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Masks,Sheet Masks,158,
2023,Q4,2,7,07-Feb-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Makeup,Face,Makeup Remover,7,
2023,Q4,2,7,07-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Bath & Body,Hands & Feet,Hand Creams And Masks,3,
2023,Q4,2,7,07-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,2,7,07-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Masks,Masks & Peels,4,
2023,Q4,2,8,08-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Makeup,Face,Makeup Remover,32,
2023,Q4,2,8,08-Feb-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Skin,Cleansers,Face Wash,2,
2023,Q4,2,8,08-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Cleansers,Face Wash,4,
2023,Q4,2,8,08-Feb-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Masks & Treatment,Sheetmask,51,
2023,Q4,2,8,08-Feb-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,2,
2023,Q4,2,8,08-Feb-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Cleansers,Face Wash,157,
2023,Q4,2,8,08-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Makeup,Face,Makeup Remover,18,
2023,Q4,2,8,08-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Sun Care,Face Sunscreen,3,
2023,Q4,2,8,08-Feb-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,25,
2023,Q4,2,8,08-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Sun Care,Face Sunscreen,2,
2023,Q4,2,8,08-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Masks,Sheet Masks,29,
2023,Q4,2,8,08-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Makeup,Lips,Lip Tint,1,
2023,Q4,2,8,08-Feb-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Skin,Moisturizers,Serums & Essence,27,
2023,Q4,2,8,08-Feb-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,1,
2023,Q4,2,8,08-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Masks,Sheet Masks,34,
2023,Q4,2,8,08-Feb-23,88018237,Work-desk essentials,Essential Glow,Skin,Cleansers,Face Wash,1,
2023,Q4,2,8,08-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Masks,Masks & Peels,23,
2023,Q4,2,8,08-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,4,
2023,Q4,2,8,08-Feb-23,88018225,Anti Ageing Kit,Korean Essence,Makeup,Face,Compact,1,
2023,Q4,2,8,08-Feb-23,THEA0041,Lava Pore Essence,Korean Essence,Bath & Body,Hands & Feet,Hand Creams & Masks,2,
2023,Q4,2,8,08-Feb-23,88018290, Diary ,Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,14,
2023,Q4,2,8,08-Feb-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Makeup,Lips,Lip Tint,9,
2023,Q4,2,9,09-Feb-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Masks & Treatment,Masks,1,
2023,Q4,2,9,09-Feb-23,88018240,Sling Bag,Korean Essence,Skin,Cleansers,Face Wash,1,
2023,Q4,2,9,09-Feb-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,21,
2023,Q4,2,9,09-Feb-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,327,
2023,Q4,2,9,09-Feb-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Masks,Sheet Masks,17,
2023,Q4,2,9,09-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Kits & Combos,Combos @ Nykaa,44,
2023,Q4,2,9,09-Feb-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Makeup,Face,Compact,2,
2023,Q4,2,9,09-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Masks,Sheet Masks,598,
2023,Q4,2,9,09-Feb-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Cleansers,Cleanser,9,
2023,Q4,2,9,09-Feb-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Sun Care,Face Sunscreen,22,
2023,Q4,2,9,09-Feb-23,88018296,Korean Essentials Delicate Facial Cleanser,Korean Essence,Skin,Moisturizers,Serums & Essence,7,
2023,Q4,2,9,09-Feb-23,88018237,Work-desk essentials,Essential Glow,Skin,Cleansers,Scrubs & Exfoliators,11,
2023,Q4,2,9,09-Feb-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Moisturizers,Serums & Essence,105,
2023,Q4,2,9,09-Feb-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Skin,Toners,Toners & Mists,303,
2023,Q4,2,9,09-Feb-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Toners,Toners & Mists,1,
2023,Q4,2,9,09-Feb-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Makeup,Lips,Lip Tint,8,
2023,Q4,2,9,09-Feb-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,2,
2023,Q4,2,9,09-Feb-23,88018206,Rice Cleansing Foam,Korean Essence,Skin,Moisturizers,Serums & Essence,2,
2023,Q4,2,10,10-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Cleansers,Face Wash,16,
2023,Q4,2,10,10-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,,,,2,
2023,Q4,2,10,10-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Skin Kits & Combos,Skin Kits,2,
2023,Q4,2,10,10-Feb-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,2,
2023,Q4,2,10,10-Feb-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Moisturizers,Serums & Essence,5,
2023,Q4,2,10,10-Feb-23,THEA0041,Lava Pore Essence,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,2,
2023,Q4,2,10,10-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Kits & Combos,Combos @ Nykaa,8,
2023,Q4,2,10,10-Feb-23,88018213,Optimal Hydration Body Lotion With Hyaluronic Acid+Vitamin E,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,178,
2023,Q4,2,11,11-Feb-23,88018251,Peach Milk Moisturizer ,Pure Care,Skin,Masks & Treatment,Sheetmask,31,
2023,Q4,2,11,11-Feb-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Masks & Treatment,Masks,9,
2023,Q4,2,11,11-Feb-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Serums,Serums,4,
2023,Q4,2,11,11-Feb-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Toners & Mists,Toners,8,
2023,Q4,2,11,11-Feb-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Masks & Treatment,Sheetmask,232,
2023,Q4,2,11,11-Feb-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Cleansers,Cleanser,83,
2023,Q4,2,11,11-Feb-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Sun Care,Face Sunscreen,8,
2023,Q4,2,11,11-Feb-23,88018294, Duet Gentle Cleanse,Korean Essence,Makeup,Lips,Lip Tint,5,
2023,Q4,2,11,11-Feb-23,88018290, Diary ,Glow Glisten,Skin,Body Care,Lotions & Creams,71,
2023,Q4,2,11,11-Feb-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Masks,Sheet Masks,46,
2023,Q4,2,11,11-Feb-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Kits & Combos,Kits & Combos,4,
2023,Q4,2,11,11-Feb-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Masks,Masks & Peels,12,
2023,Q4,2,11,11-Feb-23,THEA0040,Tote bag ,Essential Glow,Skin,Masks,Sheet Masks,215,
2023,Q4,2,12,12-Feb-23,88018290, Diary ,Glow Glisten,Skin,Masks & Treatment,Sheetmask,300,
2023,Q4,2,12,12-Feb-23,88018296,Korean Essentials Delicate Facial Cleanser,Korean Essence,Skin,Serums,Serums,2,
2023,Q4,2,12,12-Feb-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,3,
2023,Q4,2,12,12-Feb-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Cleansers,Cleanser,22,
2023,Q4,2,12,12-Feb-23,88018201,Spa Headband,Pure Care,Skin,Moisturizers,Serums & Essence,27,
2023,Q4,2,12,12-Feb-23,THEA0045, Working Women Kit_V2,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,171,
2023,Q4,2,12,12-Feb-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Cleansers,Face Wash,253,
2023,Q4,2,12,12-Feb-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,2,12,12-Feb-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Makeup,Face,Makeup Remover,32,
2023,Q4,2,12,12-Feb-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Kits & Combos,Combos @ Nykaa,25,
2023,Q4,2,12,12-Feb-23,THEA0014,Carbon blackhead Mask,Glow Glisten,Skin,Moisturizers,Serums & Essence,8,
