date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity
2024-01-09,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,0
2024-03-08,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,401552,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-03-12,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,5
2024-04-15,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2024-04-06,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402781,Pure Care Double Cleanse,80 ml,1
2023-07-13,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2024-02-04,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,eye-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-05-18,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,2
2023-12-10,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-03-06,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402101, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,150 ml,1
2023-07-21,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2024-03-28,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-01-31,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 pcs,1
2024-02-13,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402101,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2024-05-17,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 pcs,2
2023-08-19,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,8
2023-07-05,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",170 ml,1
2024-02-23,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402687,Pure Care Double Cleanse,170 ml,1
2024-04-25,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-03-02,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-12-16,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-10-19,Hyderabad,Pure Care,beauty-hygiene,skin-care,face-care,402135,Pure Care Double Cleanse,170 ml,1
2023-08-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,3
2023-11-13,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2024-04-27,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402941,Pure Care Double Cleanse,20 g,1
2023-12-19,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2024-01-03,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,10
2023-08-22,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402941,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2023-12-28,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2024-03-01,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-01-16,Mumbai,Pure Care,beauty-hygiene,skin-care,face-care,402345,Peach Milk Moisturizer ,140 ml,1
2024-05-12,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401722,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-04-22,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-10-27,Bangalore,Pure Care,beauty-hygiene,makeup,lips,402773,Pure Care Double Cleanse,5 g,2
2023-10-16,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-08-16,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-11-19,Bangalore,Korean Essence,beauty-hygiene,skin-care,face-care,402067,Vitamin C Sleeping Mask,150 ml,1
2024-05-26,Bangalore,Pure Care,beauty-hygiene,skin-care,body-care,402411,Pure Care Double Cleanse,40 ml,2
2023-12-26,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402050,Pure Care Double Cleanse,20 g,1
2023-07-22,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,eye-care,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-10-01,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-10-02,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-12-07,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2023-12-31,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2024-04-04,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",45 ml,1
2024-04-22,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-11-30,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,2
2023-11-17,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,1
2024-01-22,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402683, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,5 g,1
2023-08-29,Pune,Pure Care,beauty-hygiene,skin-care,face-care,402158,Pure Care Double Cleanse,20 pcs,1
2024-01-09,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2024-03-26,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,0
2024-05-29,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-09-30,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2023-10-13,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,5
2023-07-30,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402073,Pure Care Double Cleanse,50 ml,0
2024-03-06,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-07-16,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,401851,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,2
2024-05-28,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,5
2023-11-18,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",80 ml,1
2023-11-26,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-08-22,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,402709,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2024-01-05,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,401462,Pure Care Double Cleanse,170 ml,2
2023-10-28,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2024-01-21,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-05-17,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-08-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,1
2024-05-29,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-07-11,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-10-27,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402687,Pure Care Double Cleanse,170 ml,2
2024-05-01,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,401752,Pure Care Double Cleanse,20 g,3
2024-03-01,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402425, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,1
2024-02-20,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-03-09,Bangalore,Pure Care,beauty-hygiene,makeup,lips,402837,Peach Milk Moisturizer ,5 g,1
2024-05-17,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",140 ml,1
2023-07-14,Bangalore,Glow Glisten,beauty-hygiene,skin-care,body-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",40 ml,1
2023-11-18,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 pcs,2
2023-09-14,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,1
2024-01-18,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",3 pcs,1
2024-04-07,Bangalore,Korean Essence,beauty-hygiene,makeup,lips,402425,Vitamin C Sleeping Mask,5 g,1
2023-07-01,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-05-27,Pune,Korean Essence,beauty-hygiene,skin-care,face-care,402154,Vitamin C Sleeping Mask,20 pcs,1
2024-05-25,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-12-08,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,body-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",18 ml,1
2024-04-08,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,6
2023-07-29,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,13
2023-10-26,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,4
2023-10-25,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2023-10-02,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2023-09-28,Allahabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-08-24,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402196,Peach Milk Moisturizer ,20 g,19
2023-08-06,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2024-01-10,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-12-19,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2023-10-02,Noida-Ghaziabad,Pure Care,beauty-hygiene,skin-care,face-care,402196,Pure Care Double Cleanse,100 ml,2
2023-11-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,4
2023-08-02,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-08-07,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,1
2024-01-05,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2023-07-01,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,2
2023-08-21,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402566,Peach Milk Moisturizer ,150 ml,1
2024-03-20,Bhubaneshwar-Cuttack,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-07-30,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2024-04-10,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,3
2024-05-16,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,2
2023-12-28,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-02,Chennai,Glow Glisten,beauty-hygiene,makeup,lips,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-07-21,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,401722,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-02-11,Kochi,Glow Glisten,beauty-hygiene,skin-care,body-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",18 ml,1
2024-05-26,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-08-21,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-12-11,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",22 ml,1
2023-07-18,Bangalore,Glow Glisten,beauty-hygiene,skin-care,body-care,402941,"Vitamin B5, Oil-Free Moisturizer With Zinc",18 ml,1
2024-05-20,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2023-08-29,Agra,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-01-15,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-23,Kolkata Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,402773, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,1
2023-09-03,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,402279,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-10-11,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2024-03-01,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-04-19,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2023-07-07,Bhopal,Pure Care,beauty-hygiene,skin-care,face-care,402279,Pure Care Double Cleanse,50 ml,1
2023-08-16,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2024-04-05,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402554,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2023-08-28,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",80 ml,1
2024-02-18,Bangalore,Pure Care,beauty-hygiene,makeup,lips,402073,Pure Care Double Cleanse,5 g,2
2023-08-22,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",100 ml,1
2023-09-30,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",45 ml,2
2024-03-20,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2024-04-18,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,1
2023-11-23,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2023-07-09,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-09-06,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402279,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2023-08-06,Bhubaneshwar-Cuttack,Pure Care,beauty-hygiene,skin-care,face-care,402773,Pure Care Double Cleanse,100 ml,1
2023-08-28,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,3
2023-08-10,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",22 ml,1
2023-12-13,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2024-01-28,Noida Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-02-13,Pune,Glow Glisten,beauty-hygiene,makeup,lips,402683,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,2
2024-02-01,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-12-19,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,4
2024-04-06,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,1
2024-03-23,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-07-27,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-08-25,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-09-21,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-09-16,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",300 ml,1
2023-07-05,Chennai Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-07-08,Pune,Pure Care,beauty-hygiene,skin-care,face-care,402439,Pure Care Double Cleanse,50 ml,2
2023-09-12,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402293, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,5 g,1
2024-01-11,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402928,Pure Care Double Cleanse,20 g,5
2024-02-17,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,0
2023-10-04,Bangalore,Pure Care,beauty-hygiene,makeup,lips,402240,Pure Care Double Cleanse,5 g,3
2023-09-12,Ranchi,Glow Glisten,beauty-hygiene,skin-care,face-care,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-08-17,Mumbai,Pure Care,beauty-hygiene,skin-care,face-care,402781,Pure Care Double Cleanse,20 pcs,2
2023-09-30,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402279,Pure Care Double Cleanse,170 ml,2
2023-12-08,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,2
2023-10-21,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",170 ml,2
2024-04-05,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,5
2023-07-16,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 pcs,1
2024-03-06,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",140 ml,1
2023-10-30,Hyderabad,Glow Glisten,beauty-hygiene,makeup,lips,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2024-05-22,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,8
2023-08-04,Agra,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2023-07-28,Hyderabad,Pure Care,beauty-hygiene,skin-care,face-care,402566,Pure Care Double Cleanse,50 ml,1
2023-10-26,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",300 ml,1
2024-01-28,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-09-18,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402067, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,1
2023-09-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-10-01,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-07-02,Mysore,Pure Care,beauty-hygiene,skin-care,face-care,402073,Pure Care Double Cleanse,150 ml,1
2024-02-20,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,8
2023-10-14,Chennai,Pure Care,beauty-hygiene,skin-care,face-care,402495,Pure Care Double Cleanse,20 g,1
2024-04-02,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402834, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,3
2024-02-04,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-02-11,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402073,Pure Care Double Cleanse,50 ml,4
2023-12-12,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-05-14,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-02-27,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",170 ml,1
2024-04-28,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2024-03-08,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402101, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,300 ml,2
